id_orden,id_producto,cantidad_comprada,precio_producto,total_orden
28013,6,1,88.43,88.43
28014,8,2,139.82,279.64
28015,17,2,112.47,224.94
28016,7,4,38.56,154.24
28017,12,1,47.72,47.72
28018,8,3,153.46,460.38
28019,13,1,183.62,183.62
28020,18,4,139.38,557.52
28021,7,5,57.88,289.4
28022,1,5,37.88,189.4
28023,9,5,35.97,179.85
28024,13,5,51.97,259.85
28025,9,1,103.09,103.09
28026,18,4,19.3,77.2
28027,15,3,58.46,175.38
28028,9,5,124.13,620.65
28029,13,1,90.44,90.44
28030,14,3,177.49,532.47
28031,10,4,17.4,69.6
28032,17,1,138.13,138.13
28033,15,3,13.32,39.96
28034,2,2,184.76,369.52
28035,18,3,86.12,258.36
28036,5,3,20.85,62.55
28037,9,4,198.62,794.48
28038,9,1,141.23,141.23
28039,16,4,92.13,368.52
28040,1,4,107.29,429.16
28041,14,2,173.08,346.16
28042,5,2,10.3,20.6
28043,18,5,44.85,224.25
28044,3,3,24.05,72.15
28045,7,2,60.03,120.06
28046,16,5,157.15,785.75
28047,13,2,33.12,66.24
28048,9,4,177.01,708.04
28049,3,3,133.22,399.66
28050,15,4,26.44,105.76
28051,9,4,172.89,691.56
28052,3,5,181.3,906.5
28053,7,2,108.42,216.84
28054,10,2,54.11,108.22
28055,16,3,31.5,94.5
28056,13,1,145.87,145.87
28057,18,4,111.25,445.0
28058,4,3,36.42,109.26
28059,2,2,57.31,114.62
28060,9,1,47.67,47.67
28061,4,2,181.85,363.7
28062,1,4,61.18,244.72
28063,5,1,148.29,148.29
28064,15,1,125.45,125.45
28065,17,5,16.48,82.4
28066,5,5,142.2,711.0
28067,7,2,22.1,44.2
28068,13,4,169.4,677.6
28069,13,5,48.68,243.4
28070,2,5,89.66,448.3
28071,4,5,150.54,752.7
28072,16,4,46.35,185.4
28073,7,4,36.01,144.04
28074,8,2,47.85,95.7
28075,8,1,101.14,101.14
28076,11,2,21.59,43.18
28077,6,4,181.87,727.48
28078,17,3,86.85,260.55
28079,14,1,62.65,62.65
28080,17,4,182.49,729.96
28081,7,5,113.88,569.4
28082,2,5,194.95,974.75
28083,14,3,114.49,343.47
28084,12,1,161.7,161.7
28085,7,2,95.97,191.94
28086,5,4,76.12,304.48
28087,11,4,80.67,322.68
28088,13,1,57.16,57.16
28089,4,3,25.41,76.23
28090,14,5,196.13,980.65
28091,5,1,158.42,158.42
28092,11,3,184.16,552.48
28093,3,4,165.27,661.08
28094,14,2,65.58,131.16
28095,7,1,146.8,146.8
28096,18,3,90.12,270.36
28097,13,2,62.78,125.56
28098,10,4,122.49,489.96
28099,6,4,29.3,117.2
28100,14,1,122.64,122.64
28101,8,4,145.84,583.36
28102,9,1,36.94,36.94
28103,15,2,199.32,398.64
28104,12,2,131.06,262.12
28105,2,2,19.48,38.96
28106,7,1,163.31,163.31
28107,5,2,113.92,227.84
28108,12,1,11.99,11.99
28109,13,4,36.07,144.28
28110,13,2,163.8,327.6
28111,5,4,18.23,72.92
28112,13,5,18.95,94.75
28113,3,2,115.63,231.26
28114,11,4,52.22,208.88
28115,8,2,187.79,375.58
28116,18,4,50.41,201.64
28117,13,3,133.41,400.23
28118,10,1,17.41,17.41
28119,12,2,199.63,399.26
28120,13,3,160.79,482.37
28121,2,1,13.61,13.61
28122,2,5,189.34,946.7
28123,6,4,96.57,386.28
28124,6,3,126.87,380.61
28125,3,2,10.63,21.26
28126,14,2,191.88,383.76
28127,18,3,130.49,391.47
28128,3,5,32.19,160.95
28129,16,3,122.32,366.96
28130,1,5,40.99,204.95
28131,7,2,131.52,263.04
28132,9,2,64.64,129.28
28133,16,1,153.96,153.96
28134,4,4,175.37,701.48
28135,12,2,107.74,215.48
28136,12,4,127.1,508.4
28137,16,5,76.63,383.15
28138,12,4,166.66,666.64
28139,8,2,185.68,371.36
28140,13,1,113.94,113.94
28141,6,5,38.97,194.85
28142,6,4,25.18,100.72
28143,11,2,27.0,54.0
28144,1,3,84.79,254.37
28145,9,1,134.08,134.08
28146,17,3,42.55,127.65
28147,9,1,152.19,152.19
28148,2,2,70.62,141.24
28149,18,3,57.56,172.68
28150,11,4,12.54,50.16
28151,13,4,72.28,289.12
28152,5,3,172.59,517.77
28153,8,3,164.59,493.77
28154,14,4,170.96,683.84
28155,3,1,192.16,192.16
28156,5,2,109.26,218.52
28157,8,2,144.29,288.58
28158,12,1,76.32,76.32
28159,3,5,48.08,240.4
28160,6,1,83.68,83.68
28161,11,3,123.06,369.18
28162,8,3,129.73,389.19
28163,1,3,129.92,389.76
28164,6,2,163.01,326.02
28165,7,5,157.82,789.1
28166,8,3,13.32,39.96
28167,14,2,185.03,370.06
28168,12,2,41.53,83.06
28169,18,5,71.91,359.55
28170,10,3,64.4,193.2
28171,3,3,127.26,381.78
28172,17,4,16.58,66.32
28173,7,4,64.19,256.76
28174,6,2,122.02,244.04
28175,7,3,22.32,66.96
28176,3,3,193.51,580.53
28177,10,4,18.2,72.8
28178,12,1,143.37,143.37
28179,12,5,39.29,196.45
28180,6,3,14.88,44.64
28181,17,3,59.64,178.92
28182,16,2,125.47,250.94
28183,10,2,139.0,278.0
28184,15,5,171.21,856.05
28185,4,2,178.13,356.26
28186,3,5,13.64,68.2
28187,13,2,173.35,346.7
28188,4,1,83.58,83.58
28189,17,3,44.01,132.03
28190,11,3,63.69,191.07
28191,6,1,192.21,192.21
28192,9,4,44.6,178.4
28193,7,4,120.88,483.52
28194,9,1,175.46,175.46
28195,1,4,166.81,667.24
28196,3,2,21.55,43.1
28197,13,5,127.24,636.2
28198,14,2,117.23,234.46
28199,10,5,178.42,892.1
28200,14,3,40.78,122.34
28201,4,2,22.26,44.52
28202,10,5,198.61,993.05
28203,8,3,139.61,418.83
28204,1,2,98.13,196.26
28205,16,3,170.65,511.95
28206,14,3,40.78,122.34
28207,6,2,119.44,238.88
28208,9,2,21.01,42.02
28209,7,2,20.68,41.36
28210,6,5,171.36,856.8
28211,9,1,29.45,29.45
28212,12,2,58.87,117.74
28213,4,3,28.57,85.71
28214,9,1,162.75,162.75
28215,14,4,153.73,614.92
28216,9,5,42.94,214.7
28217,7,5,61.31,306.55
28218,4,4,55.47,221.88
28219,15,1,85.77,85.77
28220,9,2,146.19,292.38
28221,7,3,10.71,32.13
28222,4,4,198.15,792.6
28223,13,1,114.88,114.88
28224,7,4,113.97,455.88
28225,10,1,190.22,190.22
28226,4,4,39.48,157.92
28227,6,1,53.37,53.37
28228,2,5,141.89,709.45
28229,2,2,122.15,244.3
28230,4,1,167.14,167.14
28231,7,1,192.17,192.17
28232,5,3,28.92,86.76
28233,18,2,121.23,242.46
28234,8,3,117.82,353.46
28235,1,3,177.77,533.31
28236,13,2,83.74,167.48
28237,8,1,174.13,174.13
28238,18,5,108.6,543.0
28239,11,1,185.37,185.37
28240,14,3,13.63,40.89
28241,18,3,44.14,132.42
28242,9,3,179.03,537.09
28243,11,1,162.9,162.9
28244,2,1,116.64,116.64
28245,1,3,72.07,216.21
28246,8,2,28.34,56.68
28247,18,5,83.03,415.15
28248,11,2,73.18,146.36
28249,18,4,139.2,556.8
28250,5,2,150.13,300.26
28251,13,4,13.1,52.4
28252,1,2,93.74,187.48
28253,15,4,95.18,380.72
28254,10,5,183.75,918.75
28255,5,2,132.88,265.76
28256,18,3,151.55,454.65
28257,2,5,172.91,864.55
28258,3,5,160.06,800.3
28259,2,2,145.72,291.44
28260,13,5,19.12,95.6
28261,16,2,54.28,108.56
28262,9,4,114.53,458.12
28263,2,4,89.07,356.28
28264,17,5,180.1,900.5
28265,7,4,122.42,489.68
28266,1,1,163.22,163.22
28267,10,1,55.38,55.38
28268,7,5,114.27,571.35
28269,18,2,197.94,395.88
28270,13,3,96.15,288.45
28271,2,3,172.88,518.64
28272,11,4,158.02,632.08
28273,13,1,13.21,13.21
28274,11,1,191.56,191.56
28275,6,4,71.45,285.8
28276,3,5,38.51,192.55
28277,7,3,10.71,32.13
28278,15,5,104.09,520.45
28279,13,3,168.33,504.99
28280,7,1,156.62,156.62
28281,1,3,183.4,550.2
28282,9,2,35.75,71.5
28283,10,4,172.38,689.52
28284,12,4,25.57,102.28
28285,10,3,146.89,440.67
28286,4,5,127.32,636.6
28287,3,2,126.27,252.54
28288,8,5,14.69,73.45
28289,12,2,122.47,244.94
28290,14,1,41.88,41.88
28291,3,3,100.4,301.2
28292,8,3,83.81,251.43
28293,14,1,179.12,179.12
28294,2,1,83.25,83.25
28295,5,3,28.48,85.44
28296,13,5,120.86,604.3
28297,13,3,96.56,289.68
28298,7,2,198.33,396.66
28299,12,5,126.05,630.25
28300,14,5,105.74,528.7
28301,7,2,195.03,390.06
28302,3,2,20.57,41.14
28303,7,4,132.48,529.92
28304,8,1,145.45,145.45
28305,4,3,30.78,92.34
28306,11,2,119.86,239.72
28307,4,4,170.25,681.0
28308,2,5,15.36,76.8
28309,10,1,171.91,171.91
28310,6,1,121.5,121.5
28311,17,5,128.29,641.45
28312,7,4,150.55,602.2
28313,11,3,188.47,565.41
28314,12,2,58.92,117.84
28315,9,2,33.69,67.38
28316,13,5,175.61,878.05
28317,14,3,134.05,402.15
28318,16,5,14.57,72.85
28319,10,5,112.85,564.25
28320,15,2,94.3,188.6
28321,5,5,39.06,195.3
28322,13,2,180.19,360.38
28323,17,5,159.95,799.75
28324,16,2,115.17,230.34
28325,3,1,114.52,114.52
28326,16,1,30.36,30.36
28327,11,2,12.99,25.98
28328,3,2,107.65,215.3
28329,11,2,155.31,310.62
28330,15,3,84.8,254.4
28331,15,2,109.78,219.56
28332,7,3,42.82,128.46
28333,2,2,100.58,201.16
28334,7,1,56.54,56.54
28335,13,4,75.28,301.12
28336,2,4,98.47,393.88
28337,17,5,151.3,756.5
28338,5,3,138.35,415.05
28339,10,5,64.3,321.5
28340,18,4,128.81,515.24
28341,1,2,128.42,256.84
28342,2,2,17.25,34.5
28343,12,2,172.68,345.36
28344,2,2,94.29,188.58
28345,7,3,75.17,225.51
28346,2,2,70.62,141.24
28347,8,3,19.41,58.23
28348,10,4,23.2,92.8
28349,14,2,142.18,284.36
28350,5,1,86.71,86.71
28351,14,3,14.32,42.96
28352,15,3,131.58,394.74
28353,6,5,112.21,561.05
28354,16,1,166.76,166.76
28355,13,1,100.1,100.1
28356,2,4,27.85,111.4
28357,6,3,71.57,214.71
28358,16,1,131.07,131.07
28359,16,3,40.31,120.93
28360,14,4,155.21,620.84
28361,12,4,97.33,389.32
28362,2,2,191.45,382.9
28363,5,4,158.43,633.72
28364,3,5,30.6,153.0
28365,2,5,118.43,592.15
28366,8,4,165.57,662.28
28367,14,2,103.31,206.62
28368,5,5,150.41,752.05
28369,12,3,30.86,92.58
28370,9,1,26.57,26.57
28371,18,3,142.93,428.79
28372,3,3,54.28,162.84
28373,1,5,87.38,436.9
28374,6,2,37.47,74.94
28375,6,5,186.89,934.45
28376,13,1,95.61,95.61
28377,1,3,83.54,250.62
28378,8,2,185.68,371.36
28379,16,3,162.6,487.8
28380,9,5,69.19,345.95
28381,8,5,26.39,131.95
28382,11,5,125.7,628.5
28383,4,1,17.93,17.93
28384,3,2,189.29,378.58
28385,2,4,56.6,226.4
28386,13,3,136.43,409.29
28387,18,3,189.62,568.86
28388,3,1,192.37,192.37
28389,9,1,43.17,43.17
28390,6,1,135.2,135.2
28391,8,2,174.63,349.26
28392,4,4,79.23,316.92
28393,13,3,101.81,305.43
28394,5,3,24.14,72.42
28395,18,3,76.27,228.81
28396,14,1,42.94,42.94
28397,10,3,182.77,548.31
28398,5,1,140.47,140.47
28399,9,2,60.98,121.96
28400,13,4,105.35,421.4
28401,14,1,12.11,12.11
28402,8,1,114.93,114.93
28403,12,1,99.99,99.99
28404,3,2,100.86,201.72
28405,9,4,35.56,142.24
28406,9,2,21.01,42.02
28407,13,3,142.16,426.48
28408,16,5,37.93,189.65
28409,8,1,21.59,21.59
28410,4,3,93.53,280.59
28411,15,4,17.27,69.08
28412,1,1,189.76,189.76
28413,10,4,136.57,546.28
28414,11,2,155.2,310.4
28415,4,4,144.01,576.04
28416,13,1,155.71,155.71
28417,2,1,188.76,188.76
28418,9,3,105.62,316.86
28419,10,1,190.22,190.22
28420,13,2,111.35,222.7
28421,10,3,33.67,101.01
28422,9,3,15.84,47.52
28423,7,3,147.85,443.55
28424,14,1,124.92,124.92
28425,4,2,173.87,347.74
28426,17,3,28.73,86.19
28427,13,2,181.52,363.04
28428,14,2,64.32,128.64
28429,4,2,52.2,104.4
28430,1,4,147.46,589.84
28431,17,3,42.55,127.65
28432,4,2,26.5,53.0
28433,9,3,147.23,441.69
28434,13,4,32.62,130.48
28435,11,2,95.35,190.7
28436,12,3,133.54,400.62
28437,1,2,164.09,328.18
28438,10,3,135.5,406.5
28439,9,3,147.23,441.69
28440,7,4,94.86,379.44
28441,3,1,56.05,56.05
28442,4,2,146.13,292.26
28443,16,3,167.74,503.22
28444,8,2,107.96,215.92
28445,18,4,181.19,724.76
28446,10,3,119.29,357.87
28447,15,3,169.98,509.94
28448,7,2,16.68,33.36
28449,8,1,138.06,138.06
28450,5,5,50.97,254.85
28451,11,3,159.35,478.05
28452,17,1,175.82,175.82
28453,5,1,158.42,158.42
28454,6,4,170.02,680.08
28455,6,5,115.25,576.25
28456,10,4,17.79,71.16
28457,2,1,44.06,44.06
28458,13,5,120.86,604.3
28459,13,1,166.48,166.48
28460,10,5,164.65,823.25
28461,4,2,126.81,253.62
28462,6,5,98.44,492.2
28463,3,3,194.42,583.26
28464,1,2,55.1,110.2
28465,11,4,195.04,780.16
28466,1,5,160.07,800.35
28467,12,1,42.47,42.47
28468,6,3,99.76,299.28
28469,14,5,52.18,260.9
28470,15,3,64.84,194.52
28471,2,1,77.04,77.04
28472,7,4,18.31,73.24
28473,18,4,76.31,305.24
28474,13,4,149.01,596.04
28475,18,3,85.0,255.0
28476,7,3,160.25,480.75
28477,6,4,191.21,764.84
28478,7,5,151.0,755.0
28479,4,2,176.85,353.7
28480,1,2,162.15,324.3
28481,2,2,43.3,86.6
28482,5,3,101.91,305.73
28483,8,5,119.32,596.6
28484,5,4,80.72,322.88
28485,11,5,32.59,162.95
28486,5,1,173.2,173.2
28487,11,3,54.62,163.86
28488,18,2,15.9,31.8
28489,10,1,198.21,198.21
28490,14,3,89.94,269.82
28491,6,1,175.93,175.93
28492,2,4,46.58,186.32
28493,9,4,44.8,179.2
28494,4,4,167.49,669.96
28495,12,1,91.99,91.99
28496,18,1,93.89,93.89
28497,7,2,132.38,264.76
28498,7,3,83.53,250.59
28499,12,4,192.48,769.92
28500,9,3,179.03,537.09
28501,17,5,187.85,939.25
28502,18,4,80.29,321.16
28503,17,2,153.88,307.76
28504,1,5,22.47,112.35
28505,4,5,83.88,419.4
28506,16,3,171.23,513.69
28507,16,2,140.35,280.7
28508,12,5,173.27,866.35
28509,1,3,116.0,348.0
28510,1,2,128.42,256.84
28511,14,3,89.19,267.57
28512,2,5,105.53,527.65
28513,16,1,19.98,19.98
28514,6,2,198.62,397.24
28515,8,3,84.5,253.5
28516,15,1,192.7,192.7
28517,3,4,91.69,366.76
28518,16,1,33.14,33.14
28519,16,3,90.35,271.05
28520,16,3,41.49,124.47
28521,14,1,132.73,132.73
28522,6,3,33.7,101.1
28523,1,1,143.03,143.03
28524,6,1,54.03,54.03
28525,9,3,46.05,138.15
28526,15,1,22.57,22.57
28527,2,4,35.42,141.68
28528,17,2,32.95,65.9
28529,18,3,37.65,112.95
28530,15,3,73.86,221.58
28531,1,1,184.71,184.71
28532,4,4,112.32,449.28
28533,3,3,12.7,38.1
28534,10,2,132.55,265.1
28535,7,5,164.27,821.35
28536,7,3,177.29,531.87
28537,1,1,27.68,27.68
28538,12,5,145.08,725.4
28539,10,4,28.32,113.28
28540,10,1,73.65,73.65
28541,3,3,18.69,56.07
28542,8,1,58.74,58.74
28543,4,1,197.4,197.4
28544,9,2,60.47,120.94
28545,8,5,123.58,617.9
28546,6,1,55.27,55.27
28547,17,2,119.82,239.64
28548,11,2,42.68,85.36
28549,12,1,23.53,23.53
28550,13,4,128.44,513.76
28551,13,1,21.71,21.71
28552,12,4,135.16,540.64
28553,4,1,84.45,84.45
28554,16,3,153.66,460.98
28555,6,2,54.51,109.02
28556,2,4,93.36,373.44
28557,2,5,118.43,592.15
28558,1,4,67.09,268.36
28559,5,1,121.64,121.64
28560,18,4,143.73,574.92
28561,13,5,77.71,388.55
28562,3,3,17.48,52.44
28563,4,1,70.77,70.77
28564,1,3,43.03,129.09
28565,5,3,165.64,496.92
28566,9,3,165.75,497.25
28567,7,2,91.12,182.24
28568,14,4,149.44,597.76
28569,18,5,174.58,872.9
28570,10,5,111.0,555.0
28571,3,4,138.09,552.36
28572,13,2,84.34,168.68
28573,3,2,22.58,45.16
28574,15,5,107.9,539.5
28575,4,3,41.31,123.93
28576,12,2,89.33,178.66
28577,14,3,143.94,431.82
28578,10,1,87.78,87.78
28579,5,3,172.59,517.77
28580,11,3,164.83,494.49
28581,5,4,132.69,530.76
28582,5,1,63.12,63.12
28583,4,3,173.37,520.11
28584,5,5,131.9,659.5
28585,18,2,102.12,204.24
28586,3,3,112.63,337.89
28587,8,2,191.71,383.42
28588,15,5,158.42,792.1
28589,14,5,182.41,912.05
28590,11,4,28.79,115.16
28591,1,5,159.34,796.7
28592,2,2,77.89,155.78
28593,4,2,179.99,359.98
28594,8,2,66.75,133.5
28595,12,4,123.93,495.72
28596,8,3,188.67,566.01
28597,2,1,26.89,26.89
28598,13,4,135.3,541.2
28599,9,5,76.18,380.9
28600,2,5,162.12,810.6
28601,12,4,27.51,110.04
28602,11,5,19.81,99.05
28603,10,2,175.63,351.26
28604,12,3,116.06,348.18
28605,13,4,48.96,195.84
28606,17,1,104.48,104.48
28607,13,1,170.09,170.09
28608,15,2,94.3,188.6
28609,14,1,83.45,83.45
28610,6,4,93.87,375.48
28611,16,5,24.9,124.5
28612,16,5,98.76,493.8
28613,12,1,67.27,67.27
28614,5,5,86.94,434.7
28615,10,4,23.77,95.08
28616,14,2,135.04,270.08
28617,8,3,50.89,152.67
28618,17,5,169.92,849.6
28619,9,2,127.9,255.8
28620,9,2,130.99,261.98
28621,1,4,105.03,420.12
28622,6,1,129.88,129.88
28623,17,3,21.4,64.2
28624,10,4,37.05,148.2
28625,18,2,25.65,51.3
28626,10,2,166.86,333.72
28627,3,3,70.58,211.74
28628,8,1,163.67,163.67
28629,7,4,91.93,367.72
28630,4,2,132.45,264.9
28631,11,1,62.26,62.26
28632,8,1,178.54,178.54
28633,18,1,198.38,198.38
28634,10,5,185.78,928.9
28635,18,1,50.15,50.15
28636,18,1,176.42,176.42
28637,7,5,160.63,803.15
28638,11,3,130.38,391.14
28639,5,2,114.6,229.2
28640,9,3,188.94,566.82
28641,10,4,194.91,779.64
28642,4,2,178.13,356.26
28643,12,4,98.56,394.24
28644,11,1,134.85,134.85
28645,16,4,92.13,368.52
28646,16,1,19.98,19.98
28647,9,5,183.73,918.65
28648,8,5,63.7,318.5
28649,4,1,140.88,140.88
28650,8,3,38.38,115.14
28651,7,2,48.99,97.98
28652,10,3,140.7,422.1
28653,11,5,80.54,402.7
28654,17,5,169.92,849.6
28655,11,5,71.48,357.4
28656,10,4,178.2,712.8
28657,8,3,166.02,498.06
28658,3,1,102.9,102.9
28659,1,4,30.62,122.48
28660,18,3,147.38,442.14
28661,6,2,119.44,238.88
28662,11,4,17.36,69.44
28663,18,1,76.62,76.62
28664,7,3,44.69,134.07
28665,18,4,92.46,369.84
28666,1,4,170.01,680.04
28667,13,4,108.93,435.72
28668,2,3,124.11,372.33
28669,10,2,100.61,201.22
28670,4,2,73.6,147.2
28671,13,1,94.13,94.13
28672,15,2,131.0,262.0
28673,12,3,15.06,45.18
28674,14,3,89.17,267.51
28675,15,2,174.17,348.34
28676,17,1,180.95,180.95
28677,10,5,92.55,462.75
28678,1,4,123.3,493.2
28679,9,5,162.93,814.65
28680,8,2,59.26,118.52
28681,6,2,198.62,397.24
28682,4,1,70.56,70.56
28683,9,1,43.17,43.17
28684,7,5,17.77,88.85
28685,6,3,181.0,543.0
28686,5,5,187.4,937.0
28687,13,1,53.68,53.68
28688,2,3,37.16,111.48
28689,10,4,182.1,728.4
28690,9,5,57.03,285.15
28691,2,4,41.17,164.68
28692,1,1,70.51,70.51
28693,8,4,165.57,662.28
28694,12,1,68.52,68.52
28695,11,1,168.92,168.92
28696,17,5,162.14,810.7
28697,5,4,165.38,661.52
28698,3,5,30.6,153.0
28699,14,3,14.32,42.96
28700,14,5,89.56,447.8
28701,10,5,106.61,533.05
28702,16,1,145.11,145.11
28703,4,1,129.75,129.75
28704,4,5,195.09,975.45
28705,8,2,71.24,142.48
28706,3,1,92.42,92.42
28707,5,1,33.83,33.83
28708,4,3,91.37,274.11
28709,5,2,144.41,288.82
28710,9,1,152.19,152.19
28711,10,2,173.84,347.68
28712,18,5,96.91,484.55
28713,14,3,58.2,174.6
28714,12,4,102.51,410.04
28715,2,1,13.98,13.98
28716,10,2,134.58,269.16
28717,6,1,96.82,96.82
28718,3,4,109.38,437.52
28719,11,2,20.97,41.94
28720,18,4,75.83,303.32
28721,7,5,143.06,715.3
28722,8,3,84.5,253.5
28723,12,2,142.62,285.24
28724,16,3,62.58,187.74
28725,16,2,20.91,41.82
28726,16,5,145.41,727.05
28727,16,3,92.79,278.37
28728,9,2,38.52,77.04
28729,3,5,141.71,708.55
28730,5,4,114.01,456.04
28731,6,5,109.68,548.4
28732,10,3,10.0,30.0
28733,4,3,36.42,109.26
28734,16,4,14.63,58.52
28735,9,5,89.11,445.55
28736,10,3,146.89,440.67
28737,12,3,76.63,229.89
28738,3,3,197.96,593.88
28739,11,3,128.4,385.2
28740,8,4,56.35,225.4
28741,13,2,33.79,67.58
28742,12,5,104.67,523.35
28743,9,4,126.39,505.56
28744,11,3,163.12,489.36
28745,14,2,40.21,80.42
28746,6,4,25.33,101.32
28747,5,4,80.72,322.88
28748,18,2,120.21,240.42
28749,7,2,50.68,101.36
28750,10,1,154.41,154.41
28751,6,2,85.64,171.28
28752,1,5,67.68,338.4
28753,9,4,158.21,632.84
28754,8,4,117.63,470.52
28755,6,2,107.03,214.06
28756,9,4,151.9,607.6
28757,5,2,197.06,394.12
28758,1,2,99.37,198.74
28759,8,5,67.57,337.85
28760,14,2,171.49,342.98
28761,11,5,32.59,162.95
28762,8,1,32.88,32.88
28763,4,4,161.04,644.16
28764,5,5,97.34,486.7
28765,5,2,181.54,363.08
28766,16,5,28.83,144.15
28767,4,1,58.22,58.22
28768,4,5,63.96,319.8
28769,11,5,29.03,145.15
28770,9,5,143.03,715.15
28771,12,3,182.2,546.6
28772,10,2,25.95,51.9
28773,16,3,40.31,120.93
28774,17,1,192.83,192.83
28775,17,4,159.18,636.72
28776,6,2,176.34,352.68
28777,15,4,93.64,374.56
28778,10,1,145.69,145.69
28779,6,1,141.31,141.31
28780,5,1,194.65,194.65
28781,9,1,137.6,137.6
28782,16,3,58.87,176.61
28783,4,1,173.52,173.52
28784,3,1,127.65,127.65
28785,3,1,115.55,115.55
28786,10,2,29.13,58.26
28787,6,5,29.47,147.35
28788,17,2,139.9,279.8
28789,18,3,76.27,228.81
28790,17,5,96.48,482.4
28791,5,3,10.66,31.98
28792,17,4,76.83,307.32
28793,13,3,42.6,127.8
28794,7,5,10.47,52.35
28795,4,5,150.54,752.7
28796,3,3,146.3,438.9
28797,5,2,172.77,345.54
28798,16,5,74.53,372.65
28799,14,3,182.69,548.07
28800,12,3,30.58,91.74
28801,13,1,129.17,129.17
28802,1,2,175.36,350.72
28803,16,1,109.5,109.5
28804,1,5,179.6,898.0
28805,13,1,22.94,22.94
28806,4,3,132.18,396.54
28807,7,1,59.16,59.16
28808,10,2,145.6,291.2
28809,13,5,169.97,849.85
28810,12,1,168.56,168.56
28811,5,4,126.0,504.0
28812,16,3,183.33,549.99
28813,7,4,111.84,447.36
28814,17,1,186.37,186.37
28815,14,3,89.17,267.51
28816,9,4,106.35,425.4
28817,11,5,177.08,885.4
28818,13,1,130.12,130.12
28819,5,1,96.49,96.49
28820,14,2,98.9,197.8
28821,13,1,131.55,131.55
28822,12,2,58.92,117.84
28823,1,3,114.35,343.05
28824,8,3,111.76,335.28
28825,1,4,178.52,714.08
28826,12,4,23.48,93.92
28827,11,3,190.55,571.65
28828,7,2,74.33,148.66
28829,10,2,40.32,80.64
28830,8,3,25.44,76.32
28831,13,1,145.87,145.87
28832,1,3,83.67,251.01
28833,18,4,87.88,351.52
28834,4,3,131.05,393.15
28835,17,2,133.25,266.5
28836,16,2,160.91,321.82
28837,4,3,89.39,268.17
28838,12,4,116.16,464.64
28839,17,1,20.24,20.24
28840,10,4,194.91,779.64
28841,12,1,35.98,35.98
28842,2,4,11.89,47.56
28843,3,2,39.77,79.54
28844,5,2,160.8,321.6
28845,18,5,56.13,280.65
28846,17,2,163.87,327.74
28847,4,2,106.08,212.16
28848,3,3,98.0,294.0
28849,9,5,91.42,457.1
28850,4,1,57.7,57.7
28851,9,4,12.47,49.88
28852,10,5,147.42,737.1
28853,6,2,135.57,271.14
28854,12,2,199.63,399.26
28855,7,4,175.4,701.6
28856,15,1,140.83,140.83
28857,10,2,25.01,50.02
28858,17,3,153.18,459.54
28859,12,1,16.88,16.88
28860,6,5,66.56,332.8
28861,14,2,71.55,143.1
28862,14,2,114.9,229.8
28863,11,3,101.72,305.16
28864,14,5,96.11,480.55
28865,9,4,161.61,646.44
28866,12,5,163.24,816.2
28867,16,4,21.04,84.16
28868,3,3,112.63,337.89
28869,7,2,48.99,97.98
28870,16,4,11.56,46.24
28871,1,2,141.92,283.84
28872,7,1,21.94,21.94
28873,11,3,85.33,255.99
28874,5,5,97.34,486.7
28875,15,4,68.74,274.96
28876,5,1,113.29,113.29
28877,1,1,71.32,71.32
28878,9,5,103.02,515.1
28879,3,2,68.79,137.58
28880,13,5,148.54,742.7
28881,2,5,106.39,531.95
28882,16,2,115.17,230.34
28883,5,3,158.42,475.26
28884,3,1,121.89,121.89
28885,8,3,138.2,414.6
28886,18,5,171.41,857.05
28887,13,1,163.57,163.57
28888,13,2,92.65,185.3
28889,10,3,192.93,578.79
28890,9,1,73.14,73.14
28891,8,1,108.52,108.52
28892,12,4,163.12,652.48
28893,8,5,33.88,169.4
28894,17,2,171.45,342.9
28895,17,1,176.95,176.95
28896,5,4,76.12,304.48
28897,2,1,197.69,197.69
28898,1,4,172.19,688.76
28899,8,2,121.94,243.88
28900,13,5,88.66,443.3
28901,1,1,85.74,85.74
28902,14,5,158.5,792.5
28903,18,3,57.3,171.9
28904,4,1,93.42,93.42
28905,15,3,105.44,316.32
28906,4,1,47.98,47.98
28907,7,4,147.83,591.32
28908,15,3,44.66,133.98
28909,13,5,149.86,749.3
28910,1,4,112.71,450.84
28911,15,3,39.68,119.04
28912,10,5,93.66,468.3
28913,10,3,145.3,435.9
28914,2,4,119.99,479.96
28915,12,3,157.75,473.25
28916,13,5,112.43,562.15
28917,9,3,50.02,150.06
28918,1,5,15.97,79.85
28919,12,3,191.79,575.37
28920,13,2,136.1,272.2
28921,15,4,136.99,547.96
28922,18,4,22.78,91.12
28923,4,5,163.11,815.55
28924,9,3,77.43,232.29
28925,7,5,156.18,780.9
28926,2,1,83.21,83.21
28927,17,3,123.59,370.77
28928,17,5,12.88,64.4
28929,2,1,117.52,117.52
28930,12,2,13.2,26.4
28931,3,1,36.12,36.12
28932,13,1,161.58,161.58
28933,12,1,177.76,177.76
28934,14,1,132.73,132.73
28935,11,4,55.81,223.24
28936,8,5,94.52,472.6
28937,15,1,49.72,49.72
28938,15,3,148.92,446.76
28939,12,2,58.87,117.74
28940,17,5,45.51,227.55
28941,14,2,29.79,59.58
28942,16,1,51.73,51.73
28943,2,3,72.41,217.23
