ID de la orden,Fecha de la compra,ID del cliente,Género del cliente,Edad del cliente,Categoría del producto,Nombre del producto,Precio del producto,Cantidad comprada,Total de la orden,Método de pago,Región de envío
25701,2025-01-07,1784,,,Pantalones,Pantalón formal,"92,45",2,"184,9",Contra entrega,Ciudad
25702,2025-02-03,2589,,,Camisetas,Camiseta deportiva,"115,72",3,"347,16",Efectivo,Norte
25703,2025-02-08,2728,,,Camisetas,Camiseta estampada,"55,79",3,"167,37",Tarjeta de débito,Occidente
25704,2025-01-02,1935,,,Pantalones,Pantalón formal,"154,31",5,"771,55",Tarjeta de crédito,Occidente
25705,2025-02-15,1987,,,Vestidos,Vestido casual,"34,86",1,"34,86",Transferencia,Sur
25706,2025-02-12,1666,,,Zapatos,Zapatos de vestir,"188,94",3,"566,82",Contra entrega,Occidente
25707,2025-02-01,1354,,,Zapatos,Zapatos de vestir,"99,79",3,"299,37",Tarjeta de crédito,Sur
25708,2025-01-22,2397,,,Zapatos,Zapatos de vestir,"72,81",1,"72,81",Efectivo,Oriente
25709,2025-01-14,2000,,,Accesorios,Gorra,"88,57",5,"442,85",Tarjeta de débito,Ciudad
25710,2025-02-26,1188,,,Accesorios,Gorra,"59,88",1,"59,88",Tarjeta de crédito,Sur
25711,2025-01-14,1312,,,Camisetas,Camiseta deportiva,"116,91",4,"467,64",Transferencia,Oriente
25712,2025-01-20,1110,,,Accesorios,Reloj,"53,14",5,"265,7",Tarjeta de débito,Oriente
25713,2025-02-10,2940,,,Chaquetas,Chaqueta deportiva,"65,49",5,"327,45",Contra entrega,Occidente
25714,2025-02-09,1389,,,Vestidos,Vestido de fiesta,"173,5",2,347,Tarjeta de crédito,Norte
25715,2025-01-15,2422,,,Camisetas,Camiseta deportiva,"131,58",1,"131,58",Transferencia,Norte
25716,2025-02-06,1922,,,Pantalones,Jogger,"107,51",3,"322,53",Tarjeta de crédito,Sur
25717,2025-02-18,2793,,,Camisetas,Camiseta básica,"185,85",5,"929,25",Tarjeta de crédito,Ciudad
25718,2025-02-08,1670,,,Zapatos,Sandalias,"191,01",1,"191,01",Tarjeta de crédito,Ciudad
25719,2025-01-28,1663,,,Chaquetas,Chaqueta de cuero,"188,88",1,"188,88",Transferencia,Norte
25720,2025-02-13,1407,,,Zapatos,Zapatos de vestir,"148,42",5,"742,1",Tarjeta de crédito,Oriente
25721,2025-02-13,2802,,,Chaquetas,Chaqueta deportiva,"33,23",4,"132,92",Efectivo,Ciudad
25722,2025-01-05,2851,,,Camisetas,Camiseta estampada,"176,85",2,"353,7",Transferencia,Ciudad
25723,2025-01-30,1008,,,Zapatos,Zapatos de vestir,"119,29",3,"357,87",Tarjeta de crédito,Ciudad
25724,2025-02-18,2023,,,Chaquetas,Chaqueta deportiva,"171,12",1,"171,12",Tarjeta de crédito,Norte
25725,2025-02-25,2317,,,Vestidos,Vestido de fiesta,"185,57",1,"185,57",Tarjeta de crédito,Oriente
25726,2025-01-15,1237,,,Zapatos,Sandalias,"144,72",3,"434,16",Efectivo,Sur
25727,2025-02-21,1239,,,Pantalones,Jogger,"186,61",1,"186,61",Transferencia,Sur
25728,2025-02-18,2249,,,Camisetas,Camiseta deportiva,176,2,352,Contra entrega,Oriente
25729,2025-02-14,1872,,,Zapatos,Zapatos de vestir,"168,05",3,"504,15",Efectivo,Ciudad
25730,2025-02-16,2714,,,Vestidos,Vestido de verano,"26,16",4,"104,64",Tarjeta de crédito,Sur
25731,2025-01-22,2659,,,Camisetas,Camiseta estampada,"172,83",3,"518,49",Contra entrega,Oriente
25732,2025-01-10,2285,,,Accesorios,Bolso de mano,"163,07",2,"326,14",Tarjeta de débito,Norte
25733,2025-01-28,2459,,,Accesorios,Bolso de mano,"19,39",5,"96,95",Efectivo,Occidente
25734,2025-02-04,2312,,,Zapatos,Zapatos de vestir,"117,66",4,"470,64",Efectivo,Oriente
25735,2025-01-15,2382,,,Camisetas,Camiseta básica,"43,18",4,"172,72",Transferencia,Occidente
25736,2025-02-13,1916,,,Pantalones,Pantalón formal,"79,85",5,"399,25",Tarjeta de crédito,Occidente
25737,2025-01-03,1204,,,Accesorios,Bolso de mano,"184,42",5,"922,1",Tarjeta de crédito,Oriente
25738,2025-02-28,2467,,,Pantalones,Jeans slim,"93,74",2,"187,48",Efectivo,Ciudad
25739,2025-01-02,1786,,,Camisetas,Camiseta básica,"27,47",2,"54,94",Tarjeta de débito,Occidente
25740,2025-02-02,1040,,,Accesorios,Bolso de mano,"151,27",5,"756,35",Tarjeta de crédito,Oriente
25741,2025-02-28,1249,,,Accesorios,Bolso de mano,"56,6",4,"226,4",Contra entrega,Sur
25742,2025-02-26,2802,,,Chaquetas,Chaqueta deportiva,"134,85",1,"134,85",Transferencia,Norte
25743,2025-01-27,2112,,,Zapatos,Sandalias,"136,71",4,"546,84",Tarjeta de débito,Ciudad
25744,2025-02-12,1671,,,Accesorios,Bolso de mano,"63,06",2,"126,12",Contra entrega,Ciudad
25745,2025-01-14,1885,,,Vestidos,Vestido casual,"113,5",4,454,Efectivo,Ciudad
25746,2025-02-01,2827,,,Zapatos,Zapatos de vestir,"116,17",2,"232,34",Contra entrega,Sur
25747,2025-01-04,1316,,,Chaquetas,Abrigo,"98,88",3,"296,64",Efectivo,Sur
25748,2025-01-16,1598,,,Camisetas,Camiseta básica,"121,57",4,"486,28",Tarjeta de crédito,Norte
25749,2025-02-17,2022,,,Camisetas,Camiseta estampada,"143,48",1,"143,48",Tarjeta de crédito,Norte
25750,2025-01-17,1432,,,Pantalones,Jogger,"197,16",1,"197,16",Transferencia,Norte
25751,2025-02-01,1157,,,Vestidos,Vestido de verano,"127,15",2,"254,3",Tarjeta de crédito,Oriente
25752,2025-02-25,1535,,,Zapatos,Zapatillas deportivas,"114,7",5,"573,5",Contra entrega,Ciudad
25753,2025-02-01,1471,,,Camisetas,Camiseta básica,"183,48",3,"550,44",Tarjeta de crédito,Oriente
25754,2025-02-01,2903,,,Camisetas,Camiseta estampada,"39,62",1,"39,62",Tarjeta de crédito,Norte
25755,2025-02-16,1722,,,Zapatos,Zapatos de vestir,"165,53",4,"662,12",Efectivo,Oriente
25756,2025-01-03,1938,,,Chaquetas,Abrigo,"139,9",2,"279,8",Tarjeta de débito,Ciudad
25757,2025-02-11,2765,,,Zapatos,Zapatillas deportivas,"99,15",4,"396,6",Tarjeta de crédito,Oriente
25758,2025-02-27,2580,,,Chaquetas,Chaqueta deportiva,"60,15",3,"180,45",Contra entrega,Oriente
25759,2025-01-20,2486,,,Vestidos,Vestido de verano,"112,67",5,"563,35",Tarjeta de crédito,Norte
25760,2025-01-01,2368,,,Vestidos,Vestido de verano,"103,41",5,"517,05",Tarjeta de débito,Sur
25761,2025-01-28,1627,,,Zapatos,Sandalias,"131,4",3,"394,2",Contra entrega,Ciudad
25762,2025-02-25,1257,,,Accesorios,Reloj,"119,34",5,"596,7",Tarjeta de crédito,Oriente
25763,2025-01-09,1812,,,Accesorios,Bolso de mano,"92,14",2,"184,28",Tarjeta de crédito,Norte
25764,2025-02-21,2718,,,Pantalones,Pantalón formal,"135,54",4,"542,16",Tarjeta de débito,Ciudad
25765,2025-02-14,1332,,,Chaquetas,Abrigo,"176,24",2,"352,48",Tarjeta de débito,Oriente
25766,2025-01-01,2247,,,Zapatos,Zapatillas deportivas,"38,19",4,"152,76",Transferencia,Ciudad
25767,2025-01-24,2453,,,Chaquetas,Abrigo,"131,02",3,"393,06",Tarjeta de débito,Occidente
25768,2025-01-02,1657,,,Vestidos,Vestido de fiesta,"183,44",4,"733,76",Transferencia,Sur
25769,2025-01-15,1595,,,Accesorios,Gorra,"93,67",4,"374,68",Tarjeta de crédito,Oriente
25770,2025-02-18,2234,,,Accesorios,Bolso de mano,"134,07",3,"402,21",Tarjeta de crédito,Sur
25771,2025-01-01,2531,,,Accesorios,Reloj,"114,84",5,"574,2",Efectivo,Occidente
25772,2025-01-04,2955,,,Vestidos,Vestido de fiesta,"102,12",2,"204,24",Tarjeta de crédito,Oriente
25773,2025-02-25,1018,,,Pantalones,Jogger,"119,79",4,"479,16",Transferencia,Ciudad
25774,2025-02-08,1269,,,Pantalones,Jogger,"128,66",2,"257,32",Transferencia,Ciudad
25775,2025-02-26,2997,,,Vestidos,Vestido de fiesta,51,2,102,Tarjeta de crédito,Occidente
25776,2025-02-25,1779,,,Pantalones,Jogger,"56,44",4,"225,76",Transferencia,Ciudad
25777,2025-01-07,1944,,,Vestidos,Vestido casual,"187,34",5,"936,7",Tarjeta de crédito,Occidente
25778,2025-02-28,1725,,,Pantalones,Jogger,"96,09",5,"480,45",Contra entrega,Occidente
25779,2025-01-16,2113,,,Pantalones,Pantalón formal,"23,33",1,"23,33",Tarjeta de débito,Ciudad
25780,2025-01-24,1286,,,Pantalones,Pantalón formal,"85,77",4,"343,08",Tarjeta de crédito,Sur
25781,2025-02-07,1261,,,Pantalones,Jogger,"109,63",3,"328,89",Tarjeta de crédito,Occidente
25782,2025-02-02,1870,,,Pantalones,Jogger,"139,92",2,"279,84",Tarjeta de crédito,Occidente
25783,2025-02-26,1047,,,Camisetas,Camiseta básica,"151,74",1,"151,74",Contra entrega,Norte
25784,2025-02-15,2178,,,Pantalones,Pantalón formal,"185,78",3,"557,34",Transferencia,Norte
25785,2025-01-05,1031,,,Pantalones,Jogger,"105,82",4,"423,28",Tarjeta de crédito,Sur
25786,2025-02-27,1797,,,Camisetas,Camiseta estampada,"186,71",4,"746,84",Tarjeta de crédito,Ciudad
25787,2025-01-31,2217,,,Pantalones,Jeans slim,"157,17",2,"314,34",Transferencia,Oriente
25788,2025-01-02,1615,,,Chaquetas,Abrigo,"115,98",1,"115,98",Transferencia,Norte
25789,2025-01-04,2224,,,Accesorios,Reloj,"101,59",4,"406,36",Tarjeta de crédito,Sur
25790,2025-02-05,1285,,,Zapatos,Sandalias,"25,14",5,"125,7",Tarjeta de crédito,Occidente
25791,2025-01-22,2518,,,Zapatos,Zapatos de vestir,"11,57",1,"11,57",Efectivo,Occidente
25792,2025-01-23,2735,,,Chaquetas,Chaqueta de cuero,"174,57",5,"872,85",Efectivo,Sur
25793,2025-02-04,2870,,,Zapatos,Zapatos de vestir,"12,89",4,"51,56",Contra entrega,Oriente
25794,2025-01-20,2258,,,Pantalones,Jeans slim,"190,22",1,"190,22",Contra entrega,Norte
25795,2025-02-08,2439,,,Vestidos,Vestido de fiesta,"72,67",3,"218,01",Tarjeta de débito,Norte
25796,2025-02-26,2745,,,Accesorios,Bolso de mano,"124,38",2,"248,76",Tarjeta de débito,Oriente
25797,2025-02-11,2436,,,Zapatos,Zapatillas deportivas,"37,93",5,"189,65",Efectivo,Oriente
25798,2025-01-14,2291,,,Vestidos,Vestido de verano,"71,57",3,"214,71",Tarjeta de crédito,Sur
25799,2025-01-02,1074,,,Camisetas,Camiseta básica,"191,89",2,"383,78",Contra entrega,Ciudad
25800,2025-01-22,1737,,,Chaquetas,Chaqueta deportiva,"59,1",3,"177,3",Tarjeta de crédito,Sur
25801,2025-01-20,2955,,,Zapatos,Sandalias,"67,5",5,"337,5",Tarjeta de crédito,Ciudad
25802,2025-02-28,1108,,,Accesorios,Reloj,"55,31",2,"110,62",Tarjeta de crédito,Sur
25803,2025-01-26,1858,,,Vestidos,Vestido de verano,"55,91",1,"55,91",Tarjeta de crédito,Oriente
25804,2025-01-28,2717,,,Camisetas,Camiseta deportiva,"109,3",2,"218,6",Tarjeta de crédito,Sur
25805,2025-02-03,2670,,,Chaquetas,Abrigo,"185,31",4,"741,24",Efectivo,Ciudad
25806,2025-02-28,2242,,,Camisetas,Camiseta estampada,"56,48",4,"225,92",Transferencia,Norte
25807,2025-01-19,2106,,,Accesorios,Reloj,"157,99",5,"789,95",Contra entrega,Sur
25808,2025-01-31,1477,,,Chaquetas,Chaqueta deportiva,"27,13",5,"135,65",Tarjeta de crédito,Occidente
25809,2025-02-20,2380,,,Vestidos,Vestido casual,"151,71",3,"455,13",Contra entrega,Norte
25810,2025-02-08,1632,,,Camisetas,Camiseta deportiva,"23,68",5,"118,4",Transferencia,Sur
25811,2025-01-01,2750,,,Zapatos,Sandalias,"87,99",1,"87,99",Tarjeta de crédito,Norte
25812,2025-02-09,2488,,,Zapatos,Sandalias,"128,77",5,"643,85",Transferencia,Norte
25813,2025-02-22,2617,,,Camisetas,Camiseta estampada,"90,21",1,"90,21",Tarjeta de débito,Occidente
25814,2025-02-01,1938,,,Accesorios,Bolso de mano,"57,83",2,"115,66",Efectivo,Sur
25815,2025-01-02,2528,,,Chaquetas,Chaqueta deportiva,"180,64",3,"541,92",Efectivo,Oriente
25816,2025-02-07,1251,,,Vestidos,Vestido casual,"79,89",3,"239,67",Tarjeta de débito,Oriente
25817,2025-02-13,1728,,,Chaquetas,Chaqueta deportiva,"128,57",5,"642,85",Tarjeta de débito,Norte
25818,2025-02-02,1364,,,Accesorios,Bolso de mano,"70,61",2,"141,22",Tarjeta de crédito,Sur
25819,2025-01-18,1428,,,Pantalones,Jogger,"60,89",2,"121,78",Contra entrega,Occidente
25820,2025-02-28,1038,,,Zapatos,Zapatillas deportivas,"116,4",2,"232,8",Tarjeta de crédito,Oriente
25821,2025-01-29,1464,,,Accesorios,Gorra,"40,11",3,"120,33",Tarjeta de crédito,Sur
25822,2025-02-21,2641,,,Pantalones,Jeans slim,"78,74",1,"78,74",Tarjeta de débito,Ciudad
25823,2025-02-13,1838,,,Chaquetas,Chaqueta de cuero,"59,47",3,"178,41",Tarjeta de débito,Occidente
25824,2025-02-12,2700,,,Camisetas,Camiseta básica,"27,47",2,"54,94",Tarjeta de débito,Occidente
25825,2025-02-21,2999,,,Zapatos,Zapatos de vestir,"151,48",1,"151,48",Tarjeta de crédito,Occidente
25826,2025-01-06,1808,,,Camisetas,Camiseta deportiva,"160,25",3,"480,75",Tarjeta de crédito,Oriente
25827,2025-02-26,1744,,,Pantalones,Jogger,"103,82",3,"311,46",Contra entrega,Occidente
25828,2025-02-25,1063,,,Chaquetas,Abrigo,"166,81",5,"834,05",Efectivo,Sur
25829,2025-01-12,2055,,,Zapatos,Zapatos de vestir,"56,33",4,"225,32",Tarjeta de crédito,Ciudad
25830,2025-01-06,1022,,,Chaquetas,Chaqueta de cuero,"96,04",1,"96,04",Efectivo,Ciudad
25831,2025-02-14,2163,,,Accesorios,Gorra,"48,63",1,"48,63",Transferencia,Sur
25832,2025-01-15,1071,,,Vestidos,Vestido casual,"112,96",1,"112,96",Transferencia,Ciudad
25833,2025-01-10,2050,,,Pantalones,Jogger,"68,77",4,"275,08",Efectivo,Occidente
25834,2025-02-27,2373,,,Accesorios,Gorra,"66,6",3,"199,8",Tarjeta de crédito,Sur
25835,2025-02-06,2916,,,Camisetas,Camiseta deportiva,"37,21",2,"74,42",Contra entrega,Norte
25836,2025-02-18,2061,,,Chaquetas,Chaqueta de cuero,126,5,630,Contra entrega,Occidente
25837,2025-01-15,2594,,,Vestidos,Vestido de fiesta,"133,72",4,"534,88",Tarjeta de crédito,Occidente
25838,2025-02-22,1953,,,Camisetas,Camiseta básica,"197,06",4,"788,24",Transferencia,Occidente
25839,2025-01-22,2957,,,Camisetas,Camiseta básica,"138,35",3,"415,05",Transferencia,Norte
25840,2025-02-14,1997,,,Camisetas,Camiseta deportiva,"106,79",2,"213,58",Tarjeta de débito,Norte
25841,2025-01-27,1810,,,Vestidos,Vestido casual,"85,37",4,"341,48",Transferencia,Ciudad
25842,2025-02-16,2178,,,Camisetas,Camiseta estampada,"138,06",1,"138,06",Tarjeta de crédito,Oriente
25843,2025-02-20,2932,,,Accesorios,Gorra,"41,52",3,"124,56",Tarjeta de crédito,Norte
25844,2025-01-27,2390,,,Zapatos,Zapatos de vestir,"24,3",3,"72,9",Tarjeta de crédito,Oriente
25845,2025-01-31,2609,,,Vestidos,Vestido de verano,"41,2",3,"123,6",Efectivo,Oriente
25846,2025-01-04,2640,,,Accesorios,Bolso de mano,"12,16",1,"12,16",Contra entrega,Norte
25847,2025-01-19,2940,,,Pantalones,Pantalón formal,"99,92",2,"199,84",Transferencia,Norte
25848,2025-01-02,1551,,,Vestidos,Vestido de fiesta,"166,65",5,"833,25",Tarjeta de débito,Norte
25849,2025-01-04,1579,,,Chaquetas,Chaqueta deportiva,"168,74",5,"843,7",Efectivo,Sur
25850,2025-01-01,1341,,,Accesorios,Bolso de mano,"62,38",5,"311,9",Transferencia,Oriente
25851,2025-02-03,2522,,,Zapatos,Zapatos de vestir,"100,14",5,"500,7",Efectivo,Sur
25852,2025-02-06,2451,,,Pantalones,Pantalón formal,"35,38",4,"141,52",Tarjeta de crédito,Ciudad
25853,2025-02-02,2697,,,Accesorios,Gorra,"72,63",1,"72,63",Tarjeta de débito,Sur
25854,2025-01-30,2627,,,Chaquetas,Abrigo,"119,82",2,"239,64",Tarjeta de débito,Occidente
25855,2025-01-30,2745,,,Chaquetas,Chaqueta de cuero,"107,38",4,"429,52",Contra entrega,Norte
25856,2025-02-08,2144,,,Camisetas,Camiseta estampada,"101,23",4,"404,92",Tarjeta de crédito,Ciudad
25857,2025-02-25,1426,,,Vestidos,Vestido de verano,"17,5",2,35,Transferencia,Ciudad
25858,2025-02-02,1996,,,Pantalones,Jogger,"153,08",3,"459,24",Transferencia,Occidente
25859,2025-02-02,1307,,,Zapatos,Zapatos de vestir,"190,57",2,"381,14",Efectivo,Occidente
25860,2025-01-23,1129,,,Zapatos,Zapatillas deportivas,"123,98",3,"371,94",Tarjeta de débito,Oriente
25861,2025-02-25,2802,,,Camisetas,Camiseta deportiva,"16,68",2,"33,36",Tarjeta de crédito,Norte
25862,2025-01-15,1003,,,Zapatos,Sandalias,"95,4",2,"190,8",Tarjeta de crédito,Oriente
25863,2025-02-01,1613,,,Accesorios,Bolso de mano,"162,55",1,"162,55",Efectivo,Ciudad
25864,2025-02-27,1321,,,Vestidos,Vestido casual,"159,93",1,"159,93",Tarjeta de débito,Oriente
25865,2025-01-19,1734,,,Accesorios,Bolso de mano,"15,84",5,"79,2",Transferencia,Oriente
25866,2025-02-08,2472,,,Accesorios,Reloj,"161,58",1,"161,58",Efectivo,Occidente
25867,2025-02-23,2666,,,Vestidos,Vestido casual,"22,77",3,"68,31",Tarjeta de crédito,Oriente
25868,2025-02-21,1431,,,Pantalones,Pantalón formal,"186,68",5,"933,4",Tarjeta de débito,Occidente
25869,2025-01-06,1844,,,Zapatos,Sandalias,"125,22",2,"250,44",Contra entrega,Oriente
25870,2025-01-20,2859,,,Pantalones,Jeans slim,"56,78",1,"56,78",Tarjeta de crédito,Ciudad
25871,2025-01-12,1328,,,Camisetas,Camiseta estampada,"129,4",1,"129,4",Tarjeta de débito,Occidente
25872,2025-01-12,2399,,,Accesorios,Bolso de mano,"19,39",5,"96,95",Efectivo,Occidente
25873,2025-02-25,1555,,,Accesorios,Reloj,"121,1",5,"605,5",Tarjeta de crédito,Norte
25874,2025-02-07,2979,,,Accesorios,Gorra,"67,34",1,"67,34",Contra entrega,Occidente
25875,2025-01-12,1532,,,Accesorios,Bolso de mano,"15,84",5,"79,2",Transferencia,Oriente
25876,2025-01-24,1275,,,Vestidos,Vestido casual,"105,02",4,"420,08",Contra entrega,Sur
25877,2025-02-06,1686,,,Pantalones,Pantalón formal,"94,32",3,"282,96",Contra entrega,Sur
25878,2025-02-10,1344,,,Accesorios,Bolso de mano,"117,9",3,"353,7",Efectivo,Oriente
25879,2025-01-14,2596,,,Accesorios,Reloj,"58,75",4,235,Tarjeta de crédito,Occidente
25880,2025-02-25,2190,,,Chaquetas,Abrigo,"181,24",3,"543,72",Tarjeta de débito,Ciudad
25881,2025-01-16,2031,,,Chaquetas,Abrigo,"80,31",5,"401,55",Tarjeta de crédito,Occidente
25882,2025-01-16,2104,,,Vestidos,Vestido de fiesta,"87,51",5,"437,55",Tarjeta de débito,Norte
25883,2025-02-13,1092,,,Pantalones,Jeans slim,"199,89",1,"199,89",Tarjeta de débito,Oriente
25884,2025-01-04,1893,,,Vestidos,Vestido de verano,"130,49",2,"260,98",Tarjeta de crédito,Sur
25885,2025-02-17,2872,,,Pantalones,Pantalón formal,"167,74",3,"503,22",Efectivo,Sur
25886,2025-01-24,1488,,,Camisetas,Camiseta estampada,"41,27",4,"165,08",Contra entrega,Occidente
25887,2025-01-06,2753,,,Camisetas,Camiseta deportiva,"113,88",5,"569,4",Transferencia,Sur
25888,2025-02-18,2784,,,Chaquetas,Chaqueta deportiva,"191,2",4,"764,8",Tarjeta de crédito,Norte
25889,2025-01-18,1781,,,Pantalones,Pantalón formal,"75,15",1,"75,15",Contra entrega,Norte
25890,2025-02-03,2203,,,Chaquetas,Abrigo,"196,13",5,"980,65",Tarjeta de crédito,Sur
25891,2025-01-15,1204,,,Pantalones,Jogger,"107,03",2,"214,06",Transferencia,Occidente
25892,2025-02-21,1190,,,Vestidos,Vestido casual,"45,45",1,"45,45",Efectivo,Ciudad
25893,2025-01-15,2269,,,Pantalones,Pantalón formal,"31,09",3,"93,27",Transferencia,Sur
25894,2025-01-04,1063,,,Zapatos,Zapatillas deportivas,"157,76",3,"473,28",Tarjeta de débito,Sur
25895,2025-02-13,2121,,,Pantalones,Jeans slim,"63,68",1,"63,68",Tarjeta de débito,Occidente
25896,2025-01-18,1302,,,Chaquetas,Chaqueta deportiva,"94,44",4,"377,76",Transferencia,Norte
25897,2025-02-20,1790,,,Zapatos,Zapatillas deportivas,"145,6",2,"291,2",Tarjeta de crédito,Occidente
25898,2025-01-03,1516,,,Camisetas,Camiseta deportiva,"184,43",1,"184,43",Tarjeta de débito,Occidente
25899,2025-01-11,2553,,,Zapatos,Zapatillas deportivas,"154,43",2,"308,86",Tarjeta de débito,Norte
25900,2025-02-16,1462,,,Camisetas,Camiseta básica,"144,61",2,"289,22",Contra entrega,Ciudad
25901,2025-01-27,2796,,,Vestidos,Vestido de verano,"127,15",2,"254,3",Tarjeta de crédito,Oriente
25902,2025-02-03,1510,,,Accesorios,Bolso de mano,"41,09",1,"41,09",Contra entrega,Ciudad
25903,2025-01-12,2701,,,Vestidos,Vestido casual,"112,32",4,"449,28",Tarjeta de crédito,Occidente
25904,2025-01-26,2339,,,Accesorios,Gorra,"187,27",2,"374,54",Tarjeta de débito,Oriente
25905,2025-01-26,2748,,,Zapatos,Zapatos de vestir,"175,41",5,"877,05",Tarjeta de débito,Oriente
25906,2025-02-05,1935,,,Vestidos,Vestido casual,152,5,760,Tarjeta de crédito,Sur
25907,2025-01-12,2316,,,Pantalones,Pantalón formal,"96,29",2,"192,58",Tarjeta de crédito,Norte
25908,2025-02-13,1815,,,Zapatos,Zapatillas deportivas,"173,29",3,"519,87",Transferencia,Oriente
25909,2025-01-22,1594,,,Accesorios,Reloj,"70,95",5,"354,75",Efectivo,Sur
25910,2025-01-08,1101,,,Camisetas,Camiseta estampada,"84,05",5,"420,25",Tarjeta de débito,Oriente
25911,2025-02-26,1161,,,Chaquetas,Abrigo,"145,17",5,"725,85",Contra entrega,Sur
25912,2025-02-26,2379,,,Chaquetas,Chaqueta de cuero,"82,62",1,"82,62",Contra entrega,Oriente
25913,2025-01-25,2936,,,Camisetas,Camiseta estampada,"132,84",3,"398,52",Tarjeta de crédito,Sur
25914,2025-01-28,1731,,,Pantalones,Jogger,"144,09",4,"576,36",Tarjeta de crédito,Norte
25915,2025-02-24,1554,,,Accesorios,Gorra,"117,65",2,"235,3",Efectivo,Oriente
25916,2025-02-02,1369,,,Chaquetas,Abrigo,"32,04",3,"96,12",Contra entrega,Occidente
25917,2025-01-30,1127,,,Vestidos,Vestido de verano,"37,91",3,"113,73",Contra entrega,Ciudad
25918,2025-02-26,1163,,,Zapatos,Zapatos de vestir,166,5,830,Contra entrega,Occidente
25919,2025-02-06,2555,,,Vestidos,Vestido de verano,"49,72",1,"49,72",Tarjeta de débito,Oriente
25920,2025-02-16,2943,,,Accesorios,Gorra,"139,44",4,"557,76",Tarjeta de débito,Occidente
25921,2025-02-21,1127,,,Vestidos,Vestido de verano,"14,49",1,"14,49",Efectivo,Sur
25922,2025-02-10,1625,,,Accesorios,Gorra,"43,37",3,"130,11",Contra entrega,Occidente
25923,2025-01-13,1673,,,Chaquetas,Chaqueta deportiva,"107,59",3,"322,77",Tarjeta de crédito,Ciudad
25924,2025-01-20,2827,,,Accesorios,Bolso de mano,"82,67",2,"165,34",Tarjeta de crédito,Norte
25925,2025-01-13,1847,,,Camisetas,Camiseta deportiva,"88,66",2,"177,32",Tarjeta de débito,Sur
25926,2025-02-26,2120,,,Zapatos,Sandalias,"147,06",5,"735,3",Transferencia,Sur
25927,2025-02-20,1314,,,Camisetas,Camiseta estampada,"38,74",5,"193,7",Tarjeta de crédito,Norte
25928,2025-02-04,1544,,,Accesorios,Reloj,"196,15",1,"196,15",Transferencia,Ciudad
25929,2025-01-04,1142,,,Accesorios,Reloj,"51,38",3,"154,14",Tarjeta de débito,Sur
25930,2025-02-07,2637,,,Pantalones,Jogger,"85,17",1,"85,17",Transferencia,Oriente
25931,2025-02-28,1612,,,Vestidos,Vestido de fiesta,"30,76",3,"92,28",Transferencia,Sur
25932,2025-02-03,2084,,,Accesorios,Reloj,"174,48",5,"872,4",Tarjeta de débito,Oriente
25933,2025-02-06,2084,,,Zapatos,Sandalias,"107,65",2,"215,3",Efectivo,Oriente
25934,2025-01-09,2798,,,Accesorios,Bolso de mano,"152,45",5,"762,25",Tarjeta de crédito,Occidente
25935,2025-01-15,2250,,,Accesorios,Reloj,"62,56",1,"62,56",Tarjeta de crédito,Occidente
25936,2025-02-10,2621,,,Vestidos,Vestido casual,"191,46",5,"957,3",Tarjeta de débito,Norte
25937,2025-02-09,1432,,,Camisetas,Camiseta estampada,"79,33",5,"396,65",Efectivo,Oriente
25938,2025-02-28,2121,,,Chaquetas,Chaqueta de cuero,"94,09",5,"470,45",Tarjeta de crédito,Ciudad
25939,2025-01-02,2034,,,Accesorios,Reloj,"95,61",1,"95,61",Efectivo,Occidente
25940,2025-02-07,2440,,,Zapatos,Sandalias,"33,04",5,"165,2",Tarjeta de crédito,Norte
25941,2025-01-12,1771,,,Vestidos,Vestido de fiesta,"173,79",4,"695,16",Efectivo,Occidente
25942,2025-01-07,2633,,,Pantalones,Jogger,"157,65",1,"157,65",Contra entrega,Occidente
25943,2025-02-12,1834,,,Zapatos,Zapatillas deportivas,"71,03",4,"284,12",Transferencia,Sur
25944,2025-01-25,1846,,,Chaquetas,Chaqueta deportiva,"39,67",3,"119,01",Efectivo,Ciudad
25945,2025-01-26,1596,,,Vestidos,Vestido casual,"39,71",1,"39,71",Transferencia,Norte
25946,2025-01-28,3000,,,Zapatos,Sandalias,"97,39",3,"292,17",Transferencia,Sur
25947,2025-01-16,1054,,,Vestidos,Vestido de fiesta,"35,37",4,"141,48",Tarjeta de débito,Oriente
25948,2025-02-27,2125,,,Vestidos,Vestido de fiesta,"83,03",5,"415,15",Contra entrega,Norte
25949,2025-02-05,1699,,,Vestidos,Vestido casual,"185,68",2,"371,36",Tarjeta de crédito,Oriente
25950,2025-01-15,1267,,,Pantalones,Jogger,"156,42",2,"312,84",Tarjeta de crédito,Sur
25951,2025-02-07,2214,,,Pantalones,Jogger,"73,47",5,"367,35",Tarjeta de crédito,Oriente
25952,2025-02-04,1751,,,Accesorios,Gorra,"134,05",3,"402,15",Efectivo,Sur
25953,2025-02-28,1271,,,Pantalones,Jogger,"111,34",1,"111,34",Transferencia,Norte
25954,2025-01-06,1295,,,Camisetas,Camiseta estampada,"72,96",2,"145,92",Transferencia,Norte
25955,2025-02-13,2423,,,Vestidos,Vestido casual,"98,23",4,"392,92",Transferencia,Occidente
25956,2025-02-21,2103,,,Vestidos,Vestido de fiesta,"36,85",2,"73,7",Tarjeta de crédito,Ciudad
